track_id,track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,,,,,,,,,,, 
6q9CRTF8dyABIcKj7bCJwf,Fear Of The Dark - 1998 Remastered Version,Iron Maiden,55,Ed Hunter,5/17/1999,0.301,,,,,,,,,,,
2JS1iE5A5RHvUPH5Zl9jlF,Run to the Hills - 1998 Remastered Version,Iron Maiden,16,The Number Of The Beast (1998 Remastered Edition),1982,0.221,,,,,,,,,,,
1s4Ie0cT6P73SRSfh3oyGW,The Number Of The Beast - 1998 Remastered Version,Iron Maiden,12,The Number Of The Beast (1998 Remastered Edition),1982,0.42,,,,,,,,,,,
2pxAohyJptQWTQ5ZRWYijN,The Trooper - 1998 Remastered Version,Iron Maiden,8,Piece Of Mind (1998 Remastered Edition),5/16/1983,0.286,,,,,,,,,,,
48PBqbMjiYPq3VsY7vG5n4,I Was Made For Lovin' You,KISS,3,Greatest Kiss,4/8/1997,0.771,,,,,,,,,,,
0q9YVW7oLuDqxfjGTxb7Lx,Lick It Up,KISS,0,Discoveries,10/20/2008,0.668,,,,,,,,,,,
1sPTEnb7kZhNRavK7BQEW4,Iron Man,Black Sabbath,0,Lords Of Dogtown,2005,0.283,,,,,,,,,,,
2nKOUDSm0EhVvQWoDyjl27,Crazy Train,Ozzy Osbourne,4,The Essential Ozzy Osbourne,2003,0.475,,,,,,,,,,,
1atIRUDGWlVhz7vaoGahu6,Overkill,Motörhead,20,Rock Band Classics,1/1/2008,0.278,,,,,,,,,,,
6fl9npjIxV6oEFrWqJ6tnp,Anarchy In The UK,Sex Pistols,0,Kiss This,1992,0.362,,,,,,,,,,,
1MpkOrGvHUe23gtL19NpsO,"Girls, Girls, Girls",Mötley Crüe,0,The Best Of Mötley Crüe 20th Century Masters The Millennium Collection (Ecopak),2003,0.597,,,,,,,,,,,
5cduio5YcoomK018qKCtsK,Shout At The Devil - International,Mötley Crüe,0,Colour Collection (International Version),10/17/2007,0.503,,,,,,,,,,,
7vNgFQlOb4cQMqBh67XkI5,Razamanaz,Nazareth,0,The Anthology,7/13/2009,0.338,,,,,,,,,,,
4UmehW6tTXGC7HsuIGujMR,Ain't Talkin' 'Bout Love,Van Halen,3,Van Halen (Reissue),2/7/1978,0.498,,,,,,,,,,,
54s7NH3Lnu8nlrX08VPwFI,Hot For Teacher,Van Halen,7,1984,1/3/1984,0.552,,,,,,,,,,,
06YVA5Ajbk0Kv4ddFSEuBM,You Really Got Me - 2004 Remaster,Van Halen,31,The Very Best of Van Halen (UK Release),2004,0.444,,,,,,,,,,,
0Z7O8GMQShj9TJrm2yX1R6,Jump - 2004 Remaster,Van Halen,59,The Very Best of Van Halen (UK Release),2004,0.553,,,,,,,,,,,
1WbMAxHieH1wOCg5WVav9n,Runnin' with the Devil - 2004 Remaster,Van Halen,23,The Very Best of Van Halen (UK Release),2004,0.437,,,,,,,,,,,
4FYeIka527pqJV5Jm5EXai,Under Pressure,Queen,1,Greatest Hits II,10/28/1991,0.67,,,,,,,,,,,
77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',Journey,74,The Essential Journey,9/19/2001,0.491,,,,,,,,,,,
2VXLXoliu0NTVAYE8Jx1QX,Pour Some Sugar On Me - Historia Video Edit,Def Leppard,0,Rock Of Ages: The Definitive Collection,9/26/2005,0.544,,,,,,,,,,,
1A4nZYL9FOOlOLMZxRAN3y,Rock Rock (Till You Drop),Def Leppard,0,Rock Of Ages: The Definitive Collection,9/26/2005,0.557,,,,,,,,,,,
3PPJVaa7maBPrYA4OS6gyG,Ziggy Stardust - 1997 Remaster,David Bowie,32,The Best Of David Bowie 1969-74,10/27/1997,0.467,,,,,,,,,,,
5fCwwY9VFcpQr1JOKsHmPX,Rebel Rebel - 1997 Remaster,David Bowie,36,The Best Of David Bowie 1969-74,10/27/1997,0.672,,,,,,,,,,,
2Ekzm3AGOE0u3uXy6rhAZY,Spoonman,Soundgarden,0,Superunknown,3/9/1994,0.268,,,,,,,,,,,
6pqawkYEUzzuKve6QNfBaT,Sultans Of Swing,Dire Straits,9,Sultans Of Swing - The Very Best Of Dire Straits,11/10/1998,0.73,,,,,,,,,,,
1GuflZBOKGX6uCFXdysSU2,Highway Star - Deep Purple,Megarock Hits,0,Highway Stars,5/1/2006,0.286,,,,,,,,,,,
2q9ZHNJl6oCCci1DwAD45v,Light My Fire - New Stereo Mix Advanced Resolution,The Doors,0,The Doors [40th Anniversary Mixes],1/4/1967,0.462,,,,,,,,,,,
7rNzap95cCcOafjFtofpBk,Break On Through [To The Other Side] - New Stereo Mix Advanced Resolution,The Doors,0,The Doors [40th Anniversary Mixes],1/4/1967,0.323,,,,,,,,,,,
1kDYCn9VIDmOIbLZ2Xc7OO,Sweet Child O' Mine,Guns N' Roses,3,Appetite For Destruction (Explicit Version),1/1/1987,0.45,,,,,,,,,,,
2pDPnlF496mf3EBwrTCHN2,Paradise City,Guns N' Roses,2,Appetite For Destruction (Explicit Version),1/1/1987,0.273,,,,,,,,,,,
6jwS43q1m1jvf76tmOo1Hc,Holy Diver,Dio,3,Dio / Rock Legends,1/1/2007,0.491,,,,,,,,,,,
4Ld00UQYL3aPcK4yOnv0JP,Rainbow In The Dark,Dio,2,Dio / Rock Legends,1/1/2007,0.511,,,,,,,,,,,
7vzvx0aTRlmmJtxMq9e7Zv,Don't Talk To Strangers,Dio,1,Dio / Rock Legends,1/1/2007,0.361,,,,,,,,,,,
59Xo3BICqRNDdvNquirBot,Mother,Danzig,1,Danzig,1988,0.452,,,,,,,,,,,
3SNIh3OFpp5twMP0DJHuSE,Long Way Back From Hell,Danzig,0,Danzig II-Lucifuge,11/13/2007,0.356,,,,,,,,,,,
6CfjAVG9FwmwRtxE8yEWlu,Cum on Feel the Noize,Quiet Riot,3,Playlist: The Very Best Of Quiet Riot,1983,0.403,,,,,,,,,,,
34IWciPnoNci5KlmSBjQiv,Bang Your Head (Metal Health),Quiet Riot,24,Monster Metal Hits & Power Ballads '80s,4/1/2007,0.525,,,,,,,,,,,
1DLbjtj2CSYt5Y9kJ0mkXE,Let's Get Crazy,Quiet Riot,0,Playlist: The Very Best Of Quiet Riot,1983,0.387,,,,,,,,,,,
56oiTsf5I580TNx3dGVB2m,Slam Dunk (Way To Go!),Quiet Riot,21,Greatest Hits,12/4/2007,0.606,,,,,,,,,,,
0wkQ1NGp0D1QjC59vmbYNY,Youth Gone Wild,Skid Row,43,Best Of,1998,0.534,,,,,,,,,,,
521gC8oqqmUknLZpodHOh9,Perfect Strangers,Deep Purple,13,Perfect Strangers,1984,0.521,,,,,,,,,,,
3VLJ7dEdTBQ5qPMd0XHKGI,You've Got Another Thing Coming,Judas Priest,17,Metal Works '73-'93,4/28/1993,0.511,,,,,,,,,,,
37KWuFlX1Huz0kNzciHcAm,Crossroads - Live,Cream,0,The Very Best Of Cream,5/9/1995,0.378,,,,,,,,,,,
1KvFwIDhxZlVGXahX8QIGV,Mississippi Queen,Mountain,7,Super Hits,6/29/2000,0.575,,,,,,,,,,,
1dM25yro2mjIAO5D1SvFDr,Welcome To The Jungle,Guns N' Roses,0,Greatest Hits (EU Version),3/15/2004,0.438,,,,,,,,,,,
0NIclV5iB1lE3mjV00ySKV,Love Me Two Times - New Stereo Mix,The Doors,42,The Future Starts Here: The Essential Doors Hits,1/28/2008,0.639,,,,,,,,,,,
7oLPStzymWKxwHlCUkAwNm,Cat Scratch Fever,Ted Nugent,19,The Very Best Of Ted Nugent,2/11/1991,0.555,,,,,,,,,,,
0Ko737UNjXO17LK4Urdlwo,Fortunate Son,Creedence Clearwater Revival,10,More Creedence Gold,1/1/1973,0.623,,,,,,,,,,,
3S7hCLF0tbxelnFZMdkn32,Motor City Madhouse - Edit,Ted Nugent,0,Lords Of Dogtown,2005,0.454,,,,,,,,,,,
4DEwVUDlGnVdJhzrb4IEYt,Stormtroopin',Ted Nugent,0,Ted Nugent,1975,0.49,,,,,,,,,,,
3ad2YBjPdml9PfkdoU990V,Up Around The Bend,Creedence Clearwater Revival,0,Creedence Clearwater / Rock Legends (International Version),11/5/2007,0.619,,,,,,,,,,,
3UTItBKzuk2IOqxVu0C2F8,Susie Q - Single Version,Creedence Clearwater Revival,0,Creedence Covers The Classics,1/1/2009,0.64,,,,,,,,,,,
02gIQlGYI0KVK87Uo9Ekjj,I Heard It Through The Grapevine - Single Version,Creedence Clearwater Revival,2,Creedence Covers The Classics,1/1/2009,0.917,,,,,,,,,,,
0usYFHAPoXjEK1UpzwPy0i,Where Eagles Dare - 1998 Remastered Version,Iron Maiden,2,Piece Of Mind (1998 Remastered Edition),5/16/1983,0.264,,,,,,,,,,,
5hkgrWxkobGtg30I7DsfVu,Ten Thousand Fists,Disturbed,63,Ten Thousand Fists,9/19/2005,0.54,,,,,,,,,,,
3kMBEnLhExewYVmOD0wGu0,Hail to the King,Avenged Sevenfold,49,Hail to the King,7/16/2013,0.585,,,,,,,,,,,
58ubvrlEOugu8SunT0qZIv,American Capitalist,Five Finger Death Punch,40,American Capitalist,10/11/2011,0.484,,,,,,,,,,,
2BqDbaNNOMdxKc6jfJ8O0e,Immortalized,Disturbed,53,Immortalized,8/21/2015,0.373,,,,,,,,,,,
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,81,Meteora,3/24/2003,0.496,,,,,,,,,,,
5lzXML8WVfoQeUvEVakaHx,Broken,Seether,61,Seether: 2002-2013,1/1/2013,0.441,,,,,,,,,,,
42ZVk59gT4tMlrZmd8Ijxf,Indestructible,Disturbed,70,Indestructible (Deluxe Edition),4/29/2008,0.429,,,,,,,,,,,
4wkKpuC990DwNJBsbVIAPJ,Battle Born,Five Finger Death Punch,55,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 2",11/19/2013,0.465,,,,,,,,,,,
4eAwB5pnKFTmsgc3zWoYO0,Fake It,Seether,73,Finding Beauty In Negative Spaces (Bonus Track Version),1/1/2007,0.611,,,,,,,,,,,
6RJdYpFQwLyNfDc5FbjkgV,Stricken,Disturbed,72,Ten Thousand Fists,9/19/2005,0.404,,,,,,,,,,,
3cZr1Z832aXANu6a9fifkx,House of the Rising Sun,Five Finger Death Punch,60,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 2",11/19/2013,0.469,,,,,,,,,,,
5ynxx6zC4dgzsMHLYQ04Dc,Remedy,Seether,69,Karma and Effect,1/1/2005,0.55,,,,,,,,,,,
3jjU4Pky1ja5J1onU6ei4T,The Vengeful One,Disturbed,65,Immortalized (Deluxe Edition),8/15/2015,0.238,,,,,,,,,,,
0NIkKL6wsLK5V2vX97zOTr,You,Five Finger Death Punch,51,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",7/30/2013,0.564,,,,,,,,,,,
44NRdYQw7P0GWuiunRv3hr,I Stand Alone,Godsmack,67,Faceless,4/8/2003,0.217,,,,,,,,,,,
7CpbhqKUedOIrcvc94p60Y,Bodies,Drowning Pool,72,Sinner,1/1/2001,0.659,,,,,,,,,,,
6efSwlK3LOlWOeKK9xlUKF,Jekyll and Hyde,Five Finger Death Punch,65,Got Your Six,9/4/2015,0.537,,,,,,,,,,,
61mWefnWQOLf90gepjOCb3,Duality,Slipknot,76,Vol. 3: The Subliminal Verses,2004,0.354,,,,,,,,,,,
11Ojp7JniVvwd0gmgvyKkd,Wrong Side of Heaven,Five Finger Death Punch,67,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",7/26/2013,0.481,,,,,,,,,,,
40rvBMQizxkIqnjPdEWY1v,Down with the Sickness,Disturbed,74,The Sickness,2/25/2000,0.695,,,,,,,,,,,
6p2liQLGoDaLXgND68bfVt,Coming Undone,Korn,71,See You On the Other Side,12/6/2005,0.687,,,,,,,,,,,
16cRbq0B9cpBivRgXHk4wd,Remember Everything,Five Finger Death Punch,43,American Capitalist,10/11/2011,0.368,,,,,,,,,,,
0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,System Of A Down,75,Mezmerize,5/17/2005,0.556,,,,,,,,,,,
2Pvw7sZ7cTFMihs9RxNYvD,Click Click Boom,Saliva,2,Every Six Seconds,1/1/2001,0.609,,,,,,,,,,,
4BSjvDSi3ZtrSavQqgu6jO,Got Your Six,Five Finger Death Punch,56,Got Your Six (Deluxe),9/4/2015,0.535,,,,,,,,,,,
4CbKVDZkYKdv69I4bCaKUq,Hero,Skillet,72,Awake,8/21/2009,0.533,,,,,,,,,,,
2UDumaw7osnyjH7RZ2DLpB,I Am Machine,Three Days Grace,67,Human,3/27/2015,0.402,,,,,,,,,,,
5hheGdf1cb4rK0FNiedCfK,The Devil in I,Slipknot,71,.5: The Gray Chapter (Special Edition),10/15/2014,0.398,,,,,,,,,,,
4LFBVDJV0xpayUvquQVzhS,Cut the Cord,Shinedown,67,Threat to Survival,9/18/2015,0.447,,,,,,,,,,,
7fcfNW0XxTWlwVlftzfDOR,Walk,Pantera,72,Vulgar Display of Power,2/21/1992,0.43,,,,,,,,,,,
2F6FfZ4w8z3eJpSxPotVO5,Falling Away from Me,Korn,69,Issues,11/9/1999,0.468,,,,,,,,,,,
1fnULsZuORnAgCFFbM8nTZ,State of My Head,Shinedown,66,Threat to Survival,9/18/2015,0.486,,,,,,,,,,,
4ilzPm2qnev5hFdUz6dDyY,Trenches,Pop Evil,59,Onyx,5/14/2013,0.547,,,,,,,,,,,
36HzhD2hKH5bLYCFUiriO0,My Nemesis,Five Finger Death Punch,55,Got Your Six (Deluxe),9/4/2015,0.437,,,,,,,,,,,
2T3blUc9Jnui2a0ZhuNOag,Smooth Criminal,Alien Ant Farm,10,Anthology,1/1/2001,0.653,,,,,,,,,,,
4Smc57rqnTjKvz56WJaunv,Happy Song,Bring Me The Horizon,58,That's The Spirit (Track by Track Commentary),9/4/2015,0.296,,,,,,,,,,,
4YDdWcdzHhLDZ5d1j9nRaJ,Open Your Eyes,Disturbed,55,Immortalized (Deluxe Edition),8/15/2015,0.579,,,,,,,,,,,
4FX7dhugVxsKsyC4DgwJyM,Black Honey,Thrice,46,Black Honey,4/28/2016,0.442,,,,,,,,,,,
6I5gEJ0E33DgbtBUFHgD6n,Careless Whisper,Seether,53,Seether: 2002-2013,1/1/2013,0.492,,,,,,,,,,,
6nULLS7CipGMSzgQDxDpd1,Bad Company,Five Finger Death Punch,69,War Is the Answer,9/22/2009,0.557,,,,,,,,,,,
1kdiiFGX1Htx0aVZYaDwEJ,Tears Don't Fall,Bullet For My Valentine,59,The Poison,2/14/2006,0.212,,,,,,,,,,,
6264zKFgXM13JuRBX4MMyD,Mudshovel,Staind,64,Dysfunction,4/13/1999,0.328,,,,,,,,,,,
0M955bMOoilikPXwKLYpoi,I Hate Everything About You,Three Days Grace,70,Three Days Grace,4/19/2003,0.498,,,,,,,,,,,
14EORgkbXqIx5K4Haucmnb,Absolute Zero,Stone Sour,68,"House of Gold & Bones, Part 1",10/17/2012,0.552,,,,,,,,,,,
0pJUUPm7vb34VNImGEkg0L,Sound of Madness,Shinedown,51,The Sound of Madness (Deluxe Edition),6/24/2008,0.328,,,,,,,,,,,
1uwTmwkjv7wFImfzegvdI6,She Hates Me,Puddle Of Mudd,4,Come Clean,1/1/2001,0.575,,,,,,,,,,,
7x8dCjCr0x6x2lXKujYD34,The Pretender,Foo Fighters,76,"Echoes, Silence, Patience & Grace",9/25/2007,0.433,,,,,,,,,,,
6sXETKGy5KofLecDpck5Fn,The Truth,Sevendust,33,All I See Is War,5/11/2018,0.524,,,,,,,,,,,
5xgXG5BfCNO6KJrQOHKprg,Tourniquet,Breaking Benjamin,59,Ember,4/13/2018,0.179,,,,,,,,,,,
1x0AirtLjfVquI0A9iBVep,Getting Away With Murder,Papa Roach,55,Getting Away With Murder,1/1/2004,0.539,,,,,,,,,,,
0M3adYbGtyRHACP86dey1H,Throne,Bring Me The Horizon,68,That's The Spirit,9/11/2015,0.426,,,,,,,,,,,
6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",The Offspring,77,"Rise And Fall, Rage And Grace",6/17/2008,0.55,,,,,,,,,,,
1ZjzU4Xb44zj9oH9aYgss6,Soldiers,Otherwise,0,Soldiers (Digital single),3/5/2012,0.592,,,,,,,,,,,
6tRLpMmyh0DlURAR88cy7A,Dangerous,Shaman's Harvest,49,Smokin' Hearts & Broken Guns,9/12/2014,0.512,,,,,,,,,,,
3asFGFY3uLjMDmML1p0tYm,Savior,Rise Against,70,Appeal To Reason,1/1/2008,0.339,,,,,,,,,,,
03jdl5GTBhKsgB1Yw8mVPh,In Between,Beartooth,64,Disgusting,6/10/2014,0.462,,,,,,,,,,,
2MH0yZZSWuPhqGI0u8iTkH,Bury Myself Alive,Downplay,31,Radiocalypse,5/29/2012,0.488,,,,,,,,,,,
0i8JFpqe9cKwnrcvoNgl1L,Feel Invincible,Skillet,72,Unleashed,8/5/2016,0.603,,,,,,,,,,,
4rBJhbvK48X8aoQbgOD71Y,End Of Me,Ashes Remain,54,What I've Become,8/23/2011,0.59,,,,,,,,,,,
12AYnMm3c7fuBfqvcXrosi,Reckless,JAXSON GAMBLE,48,Reckless,8/25/2017,0.705,,,,,,,,,,,
7q6BhGVElCaDYQqL3VhO5w,Angels Fall,Breaking Benjamin,2,Dark Before Dawn,6/23/2015,0.4,,,,,,,,,,,
2GV039LpIeFtgTKKIZPrf0,In the Air Tonight,Nonpoint,59,Recoil (Explicit Content U.S. Version),7/13/2004,0.556,,,,,,,,,,,
0Xq7FPQaLJgIHSB605YUMy,Sweet Dreams (Are Made Of This),Marilyn Manson,54,Lest We Forget - The Best Of,1/1/2004,0.218,,,,,,,,,,,
2l83DkKT8v7ghZUiuHV0pw,Love Crime,My Darkest Days,27,Sick And Twisted Affair (Deluxe Edition),1/1/2012,0.53,,,,,,,,,,,
7rSERmjAT38lC5QhJ8hnQc,I'm Shipping Up To Boston,Dropkick Murphys,70,The Warrior's Code,7/19/2005,0.452,,,,,,,,,,,
4njLEd40fsHHYdOOeO28ME,Heavy Is the Head,Zac Brown Band,3,Heavy Is The Head,3/7/2015,0.508,,,,,,,,,,,
5pRElcsPZrgZXkoON2o5Go,Comatose,Skillet,66,Comatose,10/3/2006,0.359,,,,,,,,,,,
7piw04hPQZ1OHZ9Fq9JOXR,Time of Dying,Three Days Grace,65,One-X,6/25/2006,0.306,,,,,,,,,,,
0AHHDAHFRaT82UVw5fMr1R,Vice Grip,Parkway Drive,59,Ire,9/25/2015,0.48,,,,,,,,,,,
2iptAVf9jZerlywLwiGhak,Fallen Angel,Three Days Grace,63,Human,3/27/2015,0.453,,,,,,,,,,,
6UBJyFbJZChFw57h5LkS3U,Gone Away,Five Finger Death Punch,65,A Decade of Destruction,12/1/2017,0.501,,,,,,,,,,,
5Yz9Urz9CYn1HLiOlYkU1r,Open My Eyes,Rival Sons,27,Great Western Valkyrie (Tour Edition),10/16/2015,0.367,,,,,,,,,,,
5HOe9xT5P0J5S5wfab48Tx,Duck And Run,3 Doors Down,0,The Better Life - Deluxe Edition,1/1/2007,0.513,,,,,,,,,,,
12C6ufD5zOWsQGHQY7aXRM,The Violence,Rise Against,62,Wolves,6/9/2017,0.294,,,,,,,,,,,
5Xz0Aep86l2yafsqCtMcsh,Surprise Surprise,Billy Talent,51,Dead Silence,9/7/2012,0.573,,,,,,,,,,,
3Xfg7AegXaDLoD5GOUMf2e,My Demons,STARSET,70,Transmissions (Deluxe Version),2014,0.274,,,,,,,,,,,
6LYY1uIKNhs52KCmmBrLxD,Cradle To The Grave,Five Finger Death Punch,0,The Wrong Side Of Heaven And The Righteous Side Of Hell (Volume 2),1/1/2013,0.508,,,,,,,,,,,
1e5cCYVlVLT57ckVTEHrI3,Zombie,Bad Wolves,0,Disobey,5/11/2018,0.448,,,,,,,,,,,
1cxCqerH9jNz1B6xnlT02y,Good Day To Die,Godsmack,47,The Oracle (Deluxe Edition),1/1/2010,0.45,,,,,,,,,,,
5K7RDuh2JihPUScuOB76Sq,Face Everything And Rise,Papa Roach,54,F.E.A.R.,1/27/2015,0.414,,,,,,,,,,,
6jg3Om6ZBMKlylforWGPEC,War of Change,Thousand Foot Krutch,63,The End Is Where We Begin,4/17/2012,0.532,,,,,,,,,,,
464HG7mt7NNKtKY0Hco8Y8,For You,Staind,53,Break the Cycle,5/22/2001,0.318,,,,,,,,,,,
5BInskLvwqz56ClUpfqdI4,Bring It,Trapt,51,Reborn,2013,0.498,,,,,,,,,,,
6CqYhhUPJORx1vvdTNc8jv,The Outsider,A Perfect Circle,63,Thirteenth Step,1/1/2003,0.328,,,,,,,,,,,
5TA9c4Jv04XnnYBvVOFYcT,Here to Stay,Korn,0,Best Of,10/21/2011,0.561,,,,,,,,,,,
1twBt7aZiy7HWPG025QGuP,Aerials,System Of A Down,10,Toxicity,1/1/2001,0.404,,,,,,,,,,,
1D1LnW0mJ46GStJcYzgA6V,So Sick,Arythma,36,Life...Changing,1/1/2009,0.41,,,,,,,,,,,
7t6UwZU9FXcOoVwPOBGrbk,"I""ll Take Rock",FknRock!,33,Hard.,1/2/2020,0.465,,,,,,,,,,,
3zp9opbhvvgVHsEf0CU8Uj,TV Dinner,Scooped Up!,30,Hi-Tri [Sample],10/10/2019,0.297,,,,,,,,,,,
4PUO11T670jn0QfvElS8FN,Stuck in My Head,Xuinn,9,Stuck in My Head,10/31/2019,0.56,,,,,,,,,,,
2mNr0dLMmLfkkQq4OjNQmX,Lost 蛇,October Ends,50,Lost 蛇,12/13/2019,0.357,,,,,,,,,,,
59YF8QFkS4I8B0kC7A6kM6,Lucid Dreams,October Ends,38,Lucid Dreams,10/5/2018,0.242,,,,,,,,,,,
0CXdfD4s26kKyuPHRACtlY,Medisin,SIXN,46,Medisin,7/18/2019,0.559,,,,,,,,,,,
0MiA21t3re8Uh463Zrt0gp,Devil’s Den 鬼,October Ends,38,Devil’s Den 鬼,7/17/2019,0.521,,,,,,,,,,,
0hdbpjuc7tw96jezbBOwBr,Devil's Den (Remix),Arva,40,Devil's Den (Remix),5/12/2019,0.654,,,,,,,,,,,
1OMPuhoPpUNvFviKOhbEaM,YOU & I,VRSTY,43,Blck Deluxe,12/20/2019,0.469,,,,,,,,,,,
3XU6GFkPFhxK0hJLsIJDH7,Inner Hell,Auralist,26,Between the Devil and the Sea,12/13/2019,0.493,,,,,,,,,,,
477Vaa5czrnd9xB5lD4FZ2,Summiteer,Watch Out Stampede,45,Northern Lights,12/13/2019,0.397,,,,,,,,,,,
0C3kqX3iJ39GorFVrNcMmi,Pavement,Veridian,38,Pavement,11/22/2019,0.487,,,,,,,,,,,
36mNg15fAijSqafcNgEtIc,Uni,Atlas,40,Uni,11/15/2019,0.46,,,,,,,,,,,
6oX2h5xIpkqcEhSionCoa2,Emerge,The Hunting Project,33,I : The Hollowing,11/8/2019,0.45,,,,,,,,,,,
2PEfsNLgQSm2zAzdRNkCr1,G X D S ?,LxngCat,37,G X D S ?,1/18/2019,0.651,,,,,,,,,,,
7DcwLh9k4N6hzTG7csUApr,I Got It,Arva,33,I Got It,6/25/2019,0.716,,,,,,,,,,,
2TjRHd8hs5qdzec9cOf0TY,Beauty Queen,BLVK SWVN,39,Beauty Queen,12/13/2019,0.418,,,,,,,,,,,
3NDR5GMFW45B9wrGSOaACm,From the Inside,October Ends,37,From the Inside,12/7/2017,0.504,,,,,,,,,,,
2G7SBK5Tr4HlN6L3N3gGzp,Kano Kalokeria,Kim,21,Kano Kalokeria,5/30/2016,0.711,,,,,,,,,,,
0iRk0TRxGqhQT9FTTGDQlb,Find My Way,From Inside,19,Find My Way,4/25/2016,0.405,,,,,,,,,,,
3MWiQdv8sMw8rdJscpqeuX,Eléktron - Ao Vivo,Gear,24,Gear no Release Showlivre (Ao Vivo),2/9/2019,0.428,,,,,,,,,,,
5ZkHhBQnPdVTYPxyCvnRGo,I Take Everything I Can,Chris Blackburger,28,I Take Everything I Can,10/13/2019,0.408,,,,,,,,,,,
0SynP0Y0Ybyr92Y94ssFRy,Empires,Coastlines,28,Empires,10/31/2019,0.415,,,,,,,,,,,
1gbb9v5diByJQgCVeWIAIc,MisGuided,AvaGrace,34,The Witching Hours,8/30/2019,0.435,,,,,,,,,,,
0Jhe8RFNXhcWEWX6G6X2ke,Bad Guy,Critic City,25,Cliff Diver,8/10/2019,0.511,,,,,,,,,,,
3NwQkX8rfLO6cqqUMHBQPH,We Built This City,Critic City,35,In the Silence There's a Sound,11/2/2019,0.619,,,,,,,,,,,
2C8ILREHy0CgIPVpkK1NZy,Recoiled,Critic City,36,In the Silence There's a Sound,11/2/2019,0.306,,,,,,,,,,,
22h7LfwIOGE7jQce1rgs1A,Quid Pro Quo,Critic City,35,In the Silence There's a Sound,11/2/2019,0.466,,,,,,,,,,,
0fOVzL7UcWEKL27LrzZPnq,Out of Place,Rewave,33,Out of Place,9/13/2019,0.509,,,,,,,,,,,
4MWHvUN67gG10foarCrkJL,Bangladesh,Cashetano la Merluza,27,Tecnoporno,9/19/2019,0.618,,,,,,,,,,,
44Qviq32xko7hyCFdzVvWF,Fugados del Blister,Cashetano la Merluza,29,Tecnoporno,9/19/2019,0.663,,,,,,,,,,,
0csPrqmow5I1RC8ExuZ4Vq,Survivor's Guilt,The Fight Left Inside,21,Survivor's Guilt,10/31/2019,0.511,,,,,,,,,,,
050vmlJyVUbjkJ1C6hrWKr,Even Angels,Radio Free Universe,39,Even Angels,9/6/2019,0.628,,,,,,,,,,,
6ItnnZvUJeM8qUvmBjbGTM,She's High Again,Radio Free Universe,40,She's High Again,10/25/2019,0.557,,,,,,,,,,,
0LL3pUZ2iEL45h4rYZNhmS,Como Vos,LoNaranjaDeLaLuz,31,Los Temporales,9/27/2019,0.615,,,,,,,,,,,
5ZI0tKsFY0SD8rZO5qT7bo,Ita,Dyne Side,38,Ita,7/27/2018,0.432,,,,,,,,,,,
0Cjwt7Z8UnfGFIxbT20wJe,Exit Human,Dyne Side,30,Immigrant,8/11/2017,0.567,,,,,,,,,,,
0ifzgYh7ntezSHVj9qwCaH,Despite,Dyne Side,30,Immigrant,8/11/2017,0.64,,,,,,,,,,,
2VvTyxx06Esdm48L6V0rqT,On the Line,Fever Feel,29,"Less Precious, Pt. III",11/15/2019,0.657,,,,,,,,,,,
6ebc4E12NKONhhkHf1ud2b,Ramona,Fever Feel,30,"Less Precious, Pt. III",11/15/2019,0.398,,,,,,,,,,,
4D2ANyqiXCtwnWHtgUuxCy,Success,Longfield & Super Skeleton,29,Success,9/13/2019,0.643,,,,,,,,,,,
6TgCyNr96joTEhv1Klh9NN,Bubblegum,Longfield & Super Skeleton,30,Bubblegum,3/1/2019,0.722,,,,,,,,,,,
1f6DVTZxkjVpecZ2JzilHg,Walking Down The Road,JGS,36,Take One,10/19/2019,0.686,,,,,,,,,,,
3Gm0yg6GQN1tFnhUGYKQQT,I'll Always Be Your Fool,JGS,36,Take One,10/19/2019,0.593,,,,,,,,,,,
4np8Hinsx8hQkajMv8myRC,Hit or Miss,Winter Havens,39,Hit or Miss,1/3/2020,0.819,,,,,,,,,,,
6c2fhM38TQHn4nfNQfWvmR,Time,By Chance,35,Time,10/9/2019,0.532,,,,,,,,,,,
3BAuV2yRc5r0F1VJvWmMmA,'Til the Cows Come Home,Lockeland,30,'Til the Cows Come Home,3/8/2019,0.672,,,,,,,,,,,
5UDEi8SNujka6BfNh29eTt,Drive,Lockeland,34,Drive,8/30/2019,0.506,,,,,,,,,,,
0E1SRi409dTK0QcC7hD7Bl,REALIZE,LEVEREVE,30,EA ME ASPEXIT,11/17/2018,0.35,,,,,,,,,,,
3JwZMqrd0DFaDgRalVIKCx,Running in Circles,Thomas Wescott,23,Running in Circles,11/22/2019,0.5,,,,,,,,,,,
2qRoACE5NFJUfm6KdHg9vL,Chance,Davide Cristofori,16,Chance,11/28/2019,0.683,,,,,,,,,,,
